answer_llm,answer_orig,document,question,case_prompt,cosine
"{
   ""case_prompt"": ""A 30-year-old male presents with a persistent cough and wheezing for the past week.""
}",A 45-year-old male presents to the clinic with complaints of a persistent cough and wheezing for the past week.,636aaa00,Respiratory system examination regarding cough and wheezing,A 45-year-old male presents to the clinic with complaints of a persistent cough and wheezing for the past week.,0.8551127100752127
"{
   ""case_prompt"": ""A 58-year-old male presents with chest discomfort and shortness of breath that started 1 hour ago.""
}",A 54-year-old male presents to the clinic with complaints of chest discomfort that has been occurring intermittently over the past week. He describes the pain as a pressure-like sensation that sometimes radiates to his left arm. He reports it is worsened with exertion and relieved by rest.,75c2b714,chest discomfort or potential cardiovascular issues,A 54-year-old male presents to the clinic with complaints of chest discomfort that has been occurring intermittently over the past week. He describes the pain as a pressure-like sensation that sometimes radiates to his left arm. He reports it is worsened with exertion and relieved by rest.,0.8064579377966163
"{
   ""case_prompt"": ""A 55-year-old male presents with acute abdominal pain and nausea, which started 2 hours ago after eating a heavy meal.""
}","A 35-year-old female presents to the clinic with complaints of intermittent abdominal pain for the past week, associated with nausea and occasional diarrhea.",6070bc63,Abdominal pain and gastrointestinal examination,"A 35-year-old female presents to the clinic with complaints of intermittent abdominal pain for the past week, associated with nausea and occasional diarrhea.",0.8438547776388919
"{
   ""case_prompt"": ""A 54-year-old male presents with new-onset chest pain, described as sharp and exacerbated by deep breathing, lasting for the past 3 hours.""
}","A 45-year-old male presents to the clinic with complaints of chest discomfort that has worsened over the past 3 days. He describes the pain as a pressure-like sensation, which occasionally radiates to his left arm.",d6a6fb7f,Chest pain and its differential diagnoses,"A 45-year-old male presents to the clinic with complaints of chest discomfort that has worsened over the past 3 days. He describes the pain as a pressure-like sensation, which occasionally radiates to his left arm.",0.8387048073074472
"{
   ""case_prompt"": ""A 28-year-old female presents with increased vaginal discharge and pelvic pain for the past week.""
}",A 45-year-old male presents to the clinic with complaints of persistent shortness of breath and a dry cough for the past week.,7e08ca28,Approach to patient assessment emphasizing history and physical examination,A 45-year-old male presents to the clinic with complaints of persistent shortness of breath and a dry cough for the past week.,0.7686939989401553
"{
   ""case_prompt"": ""A 14-year-old male presents with fatigue, pallor, and recurrent infections over the past two months.""
}",A 15-year-old male presents to the clinic with increased difficulty in breathing and wheezing over the past week. He has a history of asthma managed with a rescue inhaler. Please take a full history and conduct a relevant physical examination.,8e17a178,Assessment of a young patient with a chronic condition,A 15-year-old male presents to the clinic with increased difficulty in breathing and wheezing over the past week. He has a history of asthma managed with a rescue inhaler. Please take a full history and conduct a relevant physical examination.,0.7676917018255742
"{
   ""case_prompt"": ""A 7-year-old male presents with swelling and pain in the right knee for 2 days.""
}",A 7-year-old child presents to the clinic with complaints of persistent cough for the past week and difficulty breathing during physical activity.,0210c937,Pediatric patients and their common presenting complaints,A 7-year-old child presents to the clinic with complaints of persistent cough for the past week and difficulty breathing during physical activity.,0.7858088995431145
"{
   ""case_prompt"": ""A 28-year-old female presents with pelvic pain for the past week, associated with irregular menstrual bleeding.""
}","A 28-year-old female presents to the clinic with complaints of persistent pelvic pain for the past week, which she describes as sharp and intermittent. She notes that the pain worsens during menstruation and is associated with some nausea.",0d89419b,Gynaecological examination of pelvic pain,"A 28-year-old female presents to the clinic with complaints of persistent pelvic pain for the past week, which she describes as sharp and intermittent. She notes that the pain worsens during menstruation and is associated with some nausea.",0.8439770653369343
"{
   ""case_prompt"": ""A 28-year-old female presents with vaginal discomfort and increased anxiety about her menstrual cycle over the past month.""
}",Presents to the clinic with complaints of irregular menstrual cycles and increased anxiety over the past month.,f71ef4ba,Gynaecological examination of a patient with psychosocial aspects,Presents to the clinic with complaints of irregular menstrual cycles and increased anxiety over the past month.,0.8227368211840341
"{
   ""case_prompt"": ""A 29-year-old female presents with pelvic pain and abnormal vaginal bleeding for the past two weeks.""
}",A 28-year-old woman presents to the clinic with complaints of abnormal vaginal bleeding for the past 2 weeks.,cf3df96d,Gynaecological examination and health concerns,A 28-year-old woman presents to the clinic with complaints of abnormal vaginal bleeding for the past 2 weeks.,0.8421663315864887
"{
   ""case_prompt"": ""A 28-year-old female presents with a 3-month history of increased menstrual bleeding and pelvic pain.""
}",A 28-year-old female presents to the clinic with complaints of irregular menstrual cycles for the past 6 months.,5f12fa3d,gynecological issues or women's health concerns,A 28-year-old female presents to the clinic with complaints of irregular menstrual cycles for the past 6 months.,0.827365031257806
"{
   ""case_prompt"": ""A 45-year-old male presents with acute chest pain radiating to his left shoulder, lasting for 30 minutes.""
}",A 58-year-old male presents to the clinic with complaints of chest discomfort that has been ongoing for the past 3 days. He describes the pain as a pressure-like sensation that worsens with exertion and improves with rest.,be63c7e2,Chest pain and its differential diagnosis,A 58-year-old male presents to the clinic with complaints of chest discomfort that has been ongoing for the past 3 days. He describes the pain as a pressure-like sensation that worsens with exertion and improves with rest.,0.8300911770519401
"{
   ""case_prompt"": ""An 82-year-old male presents with fatigue and increased difficulty in performing activities of daily living over the past month.""
}",A 78-year-old man presents to the clinic with complaints of increased fatigue and difficulty performing daily activities over the past month.,571ad236,"Evaluation of general health status in elderly patients, focusing on history taking and physical examination.",A 78-year-old man presents to the clinic with complaints of increased fatigue and difficulty performing daily activities over the past month.,0.856760644362337
"{
   ""case_prompt"": ""An 82-year-old female presents with confusion and difficulty managing her medications at home.""
}",An 82-year-old woman presents to the clinic with increasing confusion and difficulty managing her medications over the past month.,88795f0b,"Elderly patient health assessment, focusing on polypharmacy and mental state",An 82-year-old woman presents to the clinic with increasing confusion and difficulty managing her medications over the past month.,0.8539871995177459
"{
   ""case_prompt"": ""A 58-year-old male presents with chest pain that started 45 minutes ago while he was walking. The pain is described as a tightness in the center of his chest, radiating to his left arm.""
}","A 58-year-old man presents to the clinic with complaints of chest pain that has been occurring intermittently for the past week. He describes the pain as a squeezing sensation, often radiating to his left arm, and is associated with shortness of breath on exertion.",eaff5b6c,Cardiovascular examination and history taking related to chest pain,"A 58-year-old man presents to the clinic with complaints of chest pain that has been occurring intermittently for the past week. He describes the pain as a squeezing sensation, often radiating to his left arm, and is associated with shortness of breath on exertion.",0.8534814997525331
"{
   ""case_prompt"": ""A 62-year-old male presents with leg pain that occurs when walking and resolves with rest after a few minutes.""
}","A 62-year-old male presents to the clinic with complaints of leg pain and cramping that occurs when walking, which resolves after resting for a few minutes.",7c483979,Intermittent claudication and peripheral vascular disease,"A 62-year-old male presents to the clinic with complaints of leg pain and cramping that occurs when walking, which resolves after resting for a few minutes.",0.865785011874828
"{
   ""case_prompt"": ""A 52-year-old female presents with visible bulging and twisted veins in her left leg, accompanied by swelling in her feet and ankles for the past month.""
}","A 45-year-old woman presents to the clinic with complaints of swollen legs and visible bulging veins for the past month. She reports discomfort and heaviness in her legs, especially after prolonged standing.",303818a9,Signs and symptoms of varicose veins and physical examination techniques,"A 45-year-old woman presents to the clinic with complaints of swollen legs and visible bulging veins for the past month. She reports discomfort and heaviness in her legs, especially after prolonged standing.",0.837723893713207
"{
   ""case_prompt"": ""A 60-year-old female presents with swollen lower legs and changes in skin color over the past month.""
}","A 56-year-old male presents to the clinic with complaints of swelling in both of his lower legs, which he has noticed over the last two weeks. He also mentions that his skin has become dry and has changed color. He is concerned about these changes and would like to understand the cause.",fccdac03,edema and skin changes in the lower legs,"A 56-year-old male presents to the clinic with complaints of swelling in both of his lower legs, which he has noticed over the last two weeks. He also mentions that his skin has become dry and has changed color. He is concerned about these changes and would like to understand the cause.",0.8483619483823721
"{
   ""case_prompt"": ""A 52-year-old male presents with palmar erythema and fatigue over the past three months.""
}",A 45-year-old patient presents to the clinic with complaints of reddening of the palms over the past month.,439cb1ae,Signs of chronic liver disease or conditions causing palmar erythema,A 45-year-old patient presents to the clinic with complaints of reddening of the palms over the past month.,0.8362753901680281
"{
   ""case_prompt"": ""A 50-year-old female presents with fatigue, pallor, and recent unintentional weight loss over the past month.""
}",A 32-year-old woman presents to the clinic with complaints of fatigue and brittle nails over the past month.,63f085ec,Signs and symptoms of iron-deficiency anemia,A 32-year-old woman presents to the clinic with complaints of fatigue and brittle nails over the past month.,0.7966178301902871
"{
   ""case_prompt"": ""A 32-year-old male presents with progressive muscle weakness and stiffness in the upper limbs over the past three months.""
}",A 45-year-old male presents to the clinic with complaints of progressive muscle weakness and sensory disturbances in his limbs over the past month.,de07f002,Neuromuscular disorders and their examination,A 45-year-old male presents to the clinic with complaints of progressive muscle weakness and sensory disturbances in his limbs over the past month.,0.8475971875000017
"{
   ""case_prompt"": ""A 52-year-old male presents with pain and restricted movement in his right shoulder for the past 4 weeks.""
}",A 52-year-old male presents to the clinic with complaints of right shoulder pain and limited range of motion over the past two weeks.,9659b66f,Shoulder joint examination and assessment of movement restrictions,A 52-year-old male presents to the clinic with complaints of right shoulder pain and limited range of motion over the past two weeks.,0.8573440207668328
"{
   ""case_prompt"": ""A 60-year-old male presents with right shoulder pain that started 2 weeks ago, worsening with overhead activities and at night.""
}",A 35-year-old male presents to the clinic with complaints of right shoulder pain that has been progressively worsening over the past week.,5d9c5948,Shoulder pain and its assessment,A 35-year-old male presents to the clinic with complaints of right shoulder pain that has been progressively worsening over the past week.,0.8595033252056916
"{
   ""case_prompt"": ""A 30-year-old male presents with shoulder pain and difficulty lifting his arm after a fall while playing basketball.""
}",A 35-year-old male presents to the clinic with complaints of right shoulder pain that started after a fall while playing soccer. He reports difficulty lifting his arm and feels a popping sensation when moving it.,6bf6de83,Shoulder pain or shoulder joint injuries,A 35-year-old male presents to the clinic with complaints of right shoulder pain that started after a fall while playing soccer. He reports difficulty lifting his arm and feels a popping sensation when moving it.,0.8485326565881425
"{
   ""case_prompt"": ""A 28-year-old male presents with sudden onset of severe pain and deformity in his right elbow following a fall while playing basketball.""
}",A 26-year-old male presents to the clinic with a swollen and painful right elbow after falling while playing basketball. He reports difficulty straightening the arm and a visible deformity around the elbow joint.,5959d1fb,Elbow joint dislocation or fracture,A 26-year-old male presents to the clinic with a swollen and painful right elbow after falling while playing basketball. He reports difficulty straightening the arm and a visible deformity around the elbow joint.,0.862818228774243
"{
   ""case_prompt"": ""A 28-year-old male presents with pain and swelling in his right elbow after a fall from a bicycle.""
}",A 32-year-old male presents to the clinic with complaints of pain and swelling around his right elbow following a fall while playing basketball two days ago.,029b770e,Elbow joint injuries and examination techniques,A 32-year-old male presents to the clinic with complaints of pain and swelling around his right elbow following a fall while playing basketball two days ago.,0.8632043326843909
"{
   ""case_prompt"": ""A 62-year-old female presents with bilateral wrist pain and stiffness that has been worsening over the past 3 months, particularly in the morning.""
}","A 55-year-old woman presents to the clinic with complaints of persistent wrist pain and stiffness, especially in the morning, lasting for more than an hour.",0de53bf2,Wrist arthritis and its examination,"A 55-year-old woman presents to the clinic with complaints of persistent wrist pain and stiffness, especially in the morning, lasting for more than an hour.",0.8697675402087794
"{
   ""case_prompt"": ""A 52-year-old female presents with pain and stiffness in her right hand for the past 3 weeks, which worsens in the morning and improves throughout the day.""
}",A 45-year-old male presents to the clinic with complaints of swelling and pain in the back of his hand that has developed over the past week. He reports difficulty making a fist and extending his fingers fully. Please take a detailed history and perform a physical examination focused on the hand and wrist.,3cd9cdfa,"Hand function and joint issues, possibly related to tendons or inflammation",A 45-year-old male presents to the clinic with complaints of swelling and pain in the back of his hand that has developed over the past week. He reports difficulty making a fist and extending his fingers fully. Please take a detailed history and perform a physical examination focused on the hand and wrist.,0.8181711985126505
"{
   ""case_prompt"": ""A 60-year-old male presents with right shoulder pain and difficulty in wrist movement for the past 2 weeks.""
}",A 45-year-old patient presents to the clinic with complaints of shoulder pain that worsens with overhead activities. The pain has been persistent for the past two weeks and is associated with difficulty in lifting objects. Please take a full history and conduct a relevant physical examination.,026025da,Assessment of shoulder pain and wrist mobility issues,A 45-year-old patient presents to the clinic with complaints of shoulder pain that worsens with overhead activities. The pain has been persistent for the past two weeks and is associated with difficulty in lifting objects. Please take a full history and conduct a relevant physical examination.,0.8165164072164661
"{
   ""case_prompt"": ""A 30-year-old male presents with right hip pain and difficulty walking for the past two weeks.""
}",A 35-year-old female presents to the clinic with complaints of right hip pain and limited range of motion for the past two weeks.,00d7d2bf,Hip joint examination and potential hip lesions,A 35-year-old female presents to the clinic with complaints of right hip pain and limited range of motion for the past two weeks.,0.8413957014500283
"{
   ""case_prompt"": ""A 68-year-old male presents with right hip pain and difficulty walking for the past 3 months.""
}",A 65-year-old woman presents to the clinic with complaints of right hip pain that has progressively worsened over the past month. The pain is particularly severe when she tries to walk or climb stairs.,879b8342,Hip joint pathology and examination techniques,A 65-year-old woman presents to the clinic with complaints of right hip pain that has progressively worsened over the past month. The pain is particularly severe when she tries to walk or climb stairs.,0.8393668785695328
"{
   ""case_prompt"": ""A 72-year-old female presents with progressive hip pain and limited range of motion over the past 3 months, worse with activity and improved with rest.""
}","A 45-year-old male presents to the clinic with complaints of hip pain and difficulty in moving his leg, particularly in rotating it, for the past month.",f56c8cc4,Problems related to hip joint mobility and related conditions such as osteoarthritis or congenital hip dislocation,"A 45-year-old male presents to the clinic with complaints of hip pain and difficulty in moving his leg, particularly in rotating it, for the past month.",0.8429332274457686
"{
   ""case_prompt"": ""A 60-year-old female presents with right hip pain and difficulty in walking for the past month.""
}",A 45-year-old male presents to the clinic with complaints of right hip pain and limited movement for the past 2 weeks. He reports difficulty in walking and feels discomfort during activities such as climbing stairs.,08772d48,Hip joint examination for disorders affecting range of motion,A 45-year-old male presents to the clinic with complaints of right hip pain and limited movement for the past 2 weeks. He reports difficulty in walking and feels discomfort during activities such as climbing stairs.,0.8497270094107501
"{
   ""case_prompt"": ""A 60-year-old male presents with a reduced range of motion in his right hip and complains of difficulty straightening his leg after sitting for prolonged periods.""
}",A 28-year-old male presents to the clinic with complaints of right hip pain and difficulty in straightening his leg after a recent basketball game.,ed13e16d,Hip joint examination and assessment of hip flexor contracture,A 28-year-old male presents to the clinic with complaints of right hip pain and difficulty in straightening his leg after a recent basketball game.,0.8415689517065402
"{
   ""case_prompt"": ""A 62-year-old male presents with left hip pain that has progressively worsened over the past three months, especially during movement and weight-bearing activities.""
}","A 45-year-old male presents to the clinic with complaints of right hip pain that has persisted for the past two weeks. He describes the pain as a deep ache, worsened with activity and improved with rest.",0a5808b9,Musculoskeletal examination for hip pain,"A 45-year-old male presents to the clinic with complaints of right hip pain that has persisted for the past two weeks. He describes the pain as a deep ache, worsened with activity and improved with rest.",0.8536982361903822
"{
   ""case_prompt"": ""A 50-year-old male presents with right hip pain and difficulty walking for the past 2 weeks.""
}","A 12-year-old boy presents to the clinic with concern about his knees, which his parents have noticed appear 'bowed' when he stands. They are worried that this may affect his ability to play sports.",0eb55501,Assessment of hip and knee alignment and function,"A 12-year-old boy presents to the clinic with concern about his knees, which his parents have noticed appear 'bowed' when he stands. They are worried that this may affect his ability to play sports.",0.7435742142091099
"{
   ""case_prompt"": ""A 62-year-old male presents with knee pain and swelling for the past two weeks, exacerbated by walking and bending the knee.""
}",A 30-year-old male presents to the clinic with complaints of right knee pain and swelling for the past week. He reports difficulty in fully extending his knee and notices a 'giving way' sensation while walking.,d9a62280,Knee disorders and their examination techniques,A 30-year-old male presents to the clinic with complaints of right knee pain and swelling for the past week. He reports difficulty in fully extending his knee and notices a 'giving way' sensation while walking.,0.8416834372955379
"{
   ""case_prompt"": ""A 28-year-old male presents with swelling and pain in his right knee that has worsened over the last 48 hours.""
}",A 28-year-old woman presents to the clinic with complaints of swelling and pain in her right knee for the past week.,68b1b790,Knee joint examination for swelling or pain,A 28-year-old woman presents to the clinic with complaints of swelling and pain in her right knee for the past week.,0.8518162902823841
"{
   ""case_prompt"": ""A 28-year-old male presents with right knee joint pain for the past week, worsened with activity and improved with rest.""
}","A 30-year-old male presents to the clinic with complaints of knee pain that worsens with activity, particularly when climbing stairs, and occasional swelling. He states the pain has been progressively increasing over the past month.",bcc6caa4,Knee joint pain and examination for patellar conditions,"A 30-year-old male presents to the clinic with complaints of knee pain that worsens with activity, particularly when climbing stairs, and occasional swelling. He states the pain has been progressively increasing over the past month.",0.8333280253289803
"{
   ""case_prompt"": ""A 10-year-old boy presents with a noticeable inward turning of his left foot that has been progressively worsening over the past year.""
}","A 12-year-old boy presents to the clinic with complaints of flat feet and recurring ankle pain, especially after physical activity over the past 2 months.",253573e1,Foot deformities and musculoskeletal examination,"A 12-year-old boy presents to the clinic with complaints of flat feet and recurring ankle pain, especially after physical activity over the past 2 months.",0.8060889924704142
"{
   ""case_prompt"": ""A 12-year-old male presents with a painful, deformed right foot that appears rotated inward at the ankle since birth.""
}","A 3-year-old child presents to the clinic with a noticeable deformity of the left foot, where the foot appears rotated inward at the ankle. The parents report that the child has difficulty walking and tends to walk on the forefoot. They are concerned about the position of the foot and seek evaluation and management.",1358cc09,Foot deformities and their examination,"A 3-year-old child presents to the clinic with a noticeable deformity of the left foot, where the foot appears rotated inward at the ankle. The parents report that the child has difficulty walking and tends to walk on the forefoot. They are concerned about the position of the foot and seek evaluation and management.",0.8332876663662769
"{
   ""case_prompt"": ""A 3-week-old male presents with a left foot that appears inwardly rotated and is not able to be brought into a neutral position.""
}",A 12-year-old child presents to the clinic with a complaint of difficulty walking and an abnormal appearance of the feet. The parents report that the child’s feet appear excessively arched and the heel seems to bear most of the weight when standing or walking.,c29bae05,"Foot deformities, specifically talipes conditions and associated examination techniques",A 12-year-old child presents to the clinic with a complaint of difficulty walking and an abnormal appearance of the feet. The parents report that the child’s feet appear excessively arched and the heel seems to bear most of the weight when standing or walking.,0.780731812243205
"{
   ""case_prompt"": ""A 28-year-old male presents with a deformity of the left knee and pain that worsens with activity over the past 4 weeks.""
}",A 30-year-old male presents to the clinic with complaints of knee pain and swelling after a sports injury during a basketball game yesterday.,f28f4204,Knee examination and evaluation of knee deformities or special tests,A 30-year-old male presents to the clinic with complaints of knee pain and swelling after a sports injury during a basketball game yesterday.,0.821498130877272
"{
   ""case_prompt"": ""A 12-year-old male presents with flat feet and complaints of ankle pain after physical activity for the past month.""
}","A 10-year-old child presents to the clinic with complaints of foot pain and difficulty in walking, particularly noted by the parents over the past month.",256b9b7c,Assessment of foot deformities and musculoskeletal examination,"A 10-year-old child presents to the clinic with complaints of foot pain and difficulty in walking, particularly noted by the parents over the past month.",0.8258561319901591
"{
   ""case_prompt"": ""A 62-year-old male presents with difficulty concentrating and recent episodes of confusion over the past month.""
}",A 65-year-old man presents to the clinic with increasing difficulty in remembering recent events over the past 2 months. He reports getting lost in familiar places and struggles to recall names of close family members. Please take a full history and perform a neurological examination.,b7e44926,Neurological examination and high brain function assessment,A 65-year-old man presents to the clinic with increasing difficulty in remembering recent events over the past 2 months. He reports getting lost in familiar places and struggles to recall names of close family members. Please take a full history and perform a neurological examination.,0.8253920139690482
"{
   ""case_prompt"": ""A 72-year-old female presents with increasing forgetfulness and difficulty performing her daily activities over the last three months.""
}",A 72-year-old male presents to the clinic with complaints of memory loss and confusion over the past month.,d0a51b12,Mental status examination or cognitive function assessment,A 72-year-old male presents to the clinic with complaints of memory loss and confusion over the past month.,0.849018374935741
"{
   ""case_prompt"": ""A 30-year-old male presents with a decreased sense of smell for the past month after sustaining a head injury from a fall.""
}",A 45-year-old male presents to the clinic with complaints of a reduced ability to smell over the past month.,9c39ca49,Olfactory nerve examination and dysfunction,A 45-year-old male presents to the clinic with complaints of a reduced ability to smell over the past month.,0.8403256097236446
"{
   ""case_prompt"": ""A 60-year-old male presents with a reduced ability to smell for the past 3 weeks.""
}",A 45-year-old male presents to the clinic with complaints of a loss of smell that has progressed over the last month. He notes that he can no longer enjoy food as he used to and has also noticed some changes in his taste.,2da803b3,Olfactory nerve dysfunction or cranial nerve examination,A 45-year-old male presents to the clinic with complaints of a loss of smell that has progressed over the last month. He notes that he can no longer enjoy food as he used to and has also noticed some changes in his taste.,0.8363457075743159
"{
   ""case_prompt"": ""A 60-year-old male presents with blurred vision and difficulty focusing on objects, accompanied by dropping of the right eyelid over the past week.""
}",A 24-year-old female presents to the clinic with complaints of double vision and difficulty focusing on objects over the past week.,2d1a05ff,Neurological examination related to accommodation and pupils,A 24-year-old female presents to the clinic with complaints of double vision and difficulty focusing on objects over the past week.,0.8182282195845125
"{
   ""case_prompt"": ""A 57-year-old male presents with double vision and sensory numbness on the left side of his face that started two days ago.""
}",A 45-year-old man presents to the clinic with complaints of double vision that has worsened over the last week.,615cc9dc,"Examination of cranial nerve function, particularly assessing for diplopia and sensory impairment in the face.",A 45-year-old man presents to the clinic with complaints of double vision that has worsened over the last week.,0.8284825862941435
"{
   ""case_prompt"": ""A 60-year-old male presents with numbness and tingling in the right side of his face, along with difficulty closing his mouth on the same side.""
}",A 32-year-old patient presents to the clinic with complaints of numbness and tingling on the left side of their face for the past week.,96e741ad,Testing the sensation and motor function of the trigeminal nerve,A 32-year-old patient presents to the clinic with complaints of numbness and tingling on the left side of their face for the past week.,0.8520811599217875
"{
   ""case_prompt"": ""A 52-year-old male presents with weakness on the right side of his face and difficulty closing his right eye.""
}",A 52-year-old patient presents to the clinic with complaints of difficulty closing their left eye and decreased sensation on the left side of the face for the past week.,4860ca08,Assessment of cranial nerve function related to the trigeminal and facial nerves,A 52-year-old patient presents to the clinic with complaints of difficulty closing their left eye and decreased sensation on the left side of the face for the past week.,0.8302011678676571
"{
   ""case_prompt"": ""A 52-year-old female presents with sudden onset right-sided facial droop and difficulty closing her right eye.""
}",A 65-year-old woman presents to the clinic with complaints of sudden weakness on the left side of her face that started 2 days ago. She reports difficulty closing her left eye and smiling on that side.,72f4049d,Facial nerve function and assessment of facial palsy,A 65-year-old woman presents to the clinic with complaints of sudden weakness on the left side of her face that started 2 days ago. She reports difficulty closing her left eye and smiling on that side.,0.8337784407007407
"{
   ""case_prompt"": ""A 54-year-old male presents with sudden onset weakness on the right side of his face, noting difficulty in closing his right eye and smiling, which started 2 days ago.""
}",A 62-year-old female presents to the clinic with a complaint of inability to close her right eye and drooping of the right side of her mouth noticed over the past 24 hours.,3098fa95,Facial nerve palsy assessment and differentiation between central and peripheral lesions,A 62-year-old female presents to the clinic with a complaint of inability to close her right eye and drooping of the right side of her mouth noticed over the past 24 hours.,0.8311904333903981
"{
   ""case_prompt"": ""A 30-year-old female presents with sudden onset of facial weakness on the right side, difficulty closing her right eye, and an inability to smile on that side.""
}","A 45-year-old woman presents to the clinic with complaints of inability to close her left eye and weakness in the left side of her face, which she noticed developing over the last two days.",579330e3,Peripheral facial nerve palsy,"A 45-year-old woman presents to the clinic with complaints of inability to close her left eye and weakness in the left side of her face, which she noticed developing over the last two days.",0.8406536318202269
"{
   ""case_prompt"": ""A 62-year-old male presents with persistent episodes of vertigo and balance difficulties over the last week, accompanied by nausea.""
}",The patient presents to the clinic with complaints of severe vertigo and unsteady gait for the past week.,04a91b13,Vestibular nerve lesions and related symptoms like vertigo and imbalance,The patient presents to the clinic with complaints of severe vertigo and unsteady gait for the past week.,0.832040757277332
"{
   ""case_prompt"": ""A 62-year-old male presents with difficulty swallowing and a loss of gag reflex for the past week.""
}",A 65-year-old male presents to the clinic with complaints of difficulty swallowing and episodes of choking while eating over the past week.,bc4e0d0e,"Glossopharyngeal nerve and vagus nerve dysfunction, swallowing difficulty, and gag reflex impairment",A 65-year-old male presents to the clinic with complaints of difficulty swallowing and episodes of choking while eating over the past week.,0.8314211434164276
"{
   ""case_prompt"": ""A 67-year-old male presents with difficulty swallowing and a loss of gag reflex.""
}",A 72-year-old man presents to the clinic with complaints of difficulty swallowing and a sensation of food getting stuck in his throat for the past week.,61943a64,Examination of cranial nerves and assessment of gag reflex,A 72-year-old man presents to the clinic with complaints of difficulty swallowing and a sensation of food getting stuck in his throat for the past week.,0.8181816325266946
"{
   ""case_prompt"": ""A 60-year-old male presents with difficulty swallowing and slurred speech over the past week.""
}",A 65-year-old man presents to the clinic with complaints of difficulty in moving his head to the right and problems with tongue movement after a recent stroke.,6f61cedb,"Assessment of cranial nerve function, particularly the accessory and hypoglossal nerves",A 65-year-old man presents to the clinic with complaints of difficulty in moving his head to the right and problems with tongue movement after a recent stroke.,0.8195183912119611
"{
   ""case_prompt"": ""A 60-year-old male presents with numbness and tingling in his right hand and foot for the past week.""
}",A 45-year-old male presents to the clinic with complaints of reduced sensation in his right arm over the past week.,5fd67fa5,Neurological examination focusing on sensory testing,A 45-year-old male presents to the clinic with complaints of reduced sensation in his right arm over the past week.,0.8236994715735515
"{
   ""case_prompt"": ""A 60-year-old male presents with progressive numbness and tingling in both feet over the past month.""
}",A 54-year-old man presents to the clinic with complaints of numbness and tingling in his hands and feet for the past three weeks.,7702ed4b,"Neurological examination, sensory testing, or peripheral neuropathy",A 54-year-old man presents to the clinic with complaints of numbness and tingling in his hands and feet for the past three weeks.,0.8471974042374125
"{
   ""case_prompt"": ""A 60-year-old male presents with numbness and tingling in both hands and feet for the past month.""
}",A 55-year-old male presents to the clinic with complaints of numbness and tingling in his hands and feet for the past 2 weeks.,e440e275,Neurological examination focusing on sensory assessment,A 55-year-old male presents to the clinic with complaints of numbness and tingling in his hands and feet for the past 2 weeks.,0.8624380062017788
"{
   ""case_prompt"": ""A 60-year-old male presents with burning pain and numbness in his feet that has progressively worsened over the past 6 months.""
}",A 65-year-old male presents to the clinic with complaints of tingling and numbness in both feet over the past month. He describes the sensation as 'like wearing a tight sock.',ce9838e9,Patients with neuropathic pain and sensory impairment testing,A 65-year-old male presents to the clinic with complaints of tingling and numbness in both feet over the past month. He describes the sensation as 'like wearing a tight sock.',0.8398603321599083
"{
   ""case_prompt"": ""A 68-year-old male presents with sensory loss in his right arm and leg, noticing difficulty sensing pain and temperature but with intact touch and proprioception for the past week.""
}",A 65-year-old male presents to the clinic with complaints of numbness and tingling in his right arm and leg over the past week. He describes a feeling of 'pins and needles' and reports difficulty with coordination on that side.,a5466040,Sensory loss and neurological examination findings,A 65-year-old male presents to the clinic with complaints of numbness and tingling in his right arm and leg over the past week. He describes a feeling of 'pins and needles' and reports difficulty with coordination on that side.,0.8323979362213393
"{
   ""case_prompt"": ""A 67-year-old male presents with right-sided weakness and difficulty walking for the past 2 days.""
}","A 65-year-old male presents to the clinic with complaints of persistent weakness in his right arm and leg, which has gradually worsened over the past month.",1507809f,Neurological examination focusing on muscle strength and paralysis patterns,"A 65-year-old male presents to the clinic with complaints of persistent weakness in his right arm and leg, which has gradually worsened over the past month.",0.8326405871464251
"{
   ""case_prompt"": ""A 65-year-old male presents with progressive muscle weakness in his right arm over the past month, accompanied by difficulty in gripping objects.""
}",A 65-year-old male presents to the clinic with complaints of sudden weakness in his right arm and leg over the past 2 days. He notes difficulty with coordination and says he has had numbness on the right side of his face. The patient denies any recent trauma or falls.,d37044d1,Assessment of muscle weakness and paralysis,A 65-year-old male presents to the clinic with complaints of sudden weakness in his right arm and leg over the past 2 days. He notes difficulty with coordination and says he has had numbness on the right side of his face. The patient denies any recent trauma or falls.,0.8413074035833861
"{
   ""case_prompt"": ""A 67-year-old male presents with fatigue, easy bruising, and episodes of fever over the past 3 weeks.""
}",A 45-year-old male presents to the clinic with complaints of fatigue and pallor for the past month. He reports increased shortness of breath on exertion and has noticed his skin appearing unusually pale. Please take a full history and perform a relevant physical examination.,af0a3370,"Evaluation of haematological disorders, specifically related to abnormalities such as anaemia and leukocyte changes",A 45-year-old male presents to the clinic with complaints of fatigue and pallor for the past month. He reports increased shortness of breath on exertion and has noticed his skin appearing unusually pale. Please take a full history and perform a relevant physical examination.,0.8044948321434194
"{
   ""case_prompt"": ""A 60-year-old male presents with fatigue and recent onset of headaches over the past month.""
}",A 35-year-old female presents to the clinic with complaints of fatigue and pallor over the past two months.,d07a5ab2,Anemia evaluation,A 35-year-old female presents to the clinic with complaints of fatigue and pallor over the past two months.,0.7915693684735344
